item_id,review_version,review_stratum,ticker,pdf_file,pdf_stem,page,source_pdf,source_sha256,image_path,image_sha256,parsed_text_file,page_map_file,current_text_sha256,expected_verdict,issue_codes,reviewer_confidence,evidence
recovery_review_v3_007_LEG_p16,esg_recovery_terra_review_v3,layout_complex,LEG,LEG-LEGGETT & PLATT INC-2024.pdf,LEG-LEGGETT & PLATT INC-2024,16,data/01_raw/sustainability/LEG/LEG-LEGGETT & PLATT INC-2024.pdf,356b20898d3a01c034a3ca399b9c36b3524bcbc1f123f5aa20fcb662889a128b,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_007_LEG_p16.png,9ae27ece1c9261839617af6e85fd97f114efb19a01de2d63b2792e834ce9922a,data/02_interim/esg_text/LEG/LEG-LEGGETT & PLATT INC-2024.txt,data/02_interim/esg_text/LEG/LEG-LEGGETT & PLATT INC-2024.pages.csv,f9f94a15bdda206b83759ee692bc78317a580974394f952e27c6882dc0b2f0ec,safe,,high,"The current text keeps the health-and-safety paragraphs, the three annual table sections, all rate labels and values, and their explanatory notes in a usable order."
recovery_review_v3_008_GPI_p13,esg_recovery_terra_review_v3,layout_complex,GPI,GPI-GROUP 1 AUTOMOTIVE INC-2024.pdf,GPI-GROUP 1 AUTOMOTIVE INC-2024,13,data/01_raw/sustainability/GPI/GPI-GROUP 1 AUTOMOTIVE INC-2024.pdf,25725716e64fb0b3cebd499112d5bb6512ef4ee0000be4a765c07dfa6cbf0323,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_008_GPI_p13.png,0a2fe82fa64b1dfd386bd4f94ad8d034ae8c61dfdfec48f4b9f0ea23c9bf9ba9,data/02_interim/esg_text/GPI/GPI-GROUP 1 AUTOMOTIVE INC-2024.txt,data/02_interim/esg_text/GPI/GPI-GROUP 1 AUTOMOTIVE INC-2024.pages.csv,c34110efd77ff2f825fb29d26cb4bd63c437e429d3c3d946ce27b86e5e82f12a,safe,,high,The current text follows the visible single-column sequence and keeps the Business Conduct and Data Privacy and Security headings with their complete paragraphs. Minor character-encoding artifacts do not change meaning.
recovery_review_v3_009_EBAY_p35,esg_recovery_terra_review_v3,random_control,EBAY,EBAY-EBAY INC-2024.pdf,EBAY-EBAY INC-2024,35,data/01_raw/sustainability/EBAY/EBAY-EBAY INC-2024.pdf,132d5e446cce1bb27cbe3b2621351241dd9d42db0093669d290caefc7fc5ef88,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_009_EBAY_p35.png,e0934be94eccafc98b771ca29dc17f8347e74b7906e9a971a9c8f69daa49ebf5,data/02_interim/esg_text/EBAY/EBAY-EBAY INC-2024.txt,data/02_interim/esg_text/EBAY/EBAY-EBAY INC-2024.pages.csv,4b059e9293ff46159acc36531812a6f495b4fb75d988b506253feda83b06fe40,safe,invented_text;navigation_noise,high,"The benefits section is complete and in visible reading order, with all percentages and program figures attached to their claims. The current text adds a repeated brand slogan not visible as page content, but it is minor page furniture and does not affect retrieval safety."
recovery_review_v3_010_UPBD_p4,esg_recovery_terra_review_v3,random_control,UPBD,UPD-UPBOUND GROUP INC-2023.pdf,UPD-UPBOUND GROUP INC-2023,4,data/01_raw/sustainability/UPBD/UPD-UPBOUND GROUP INC-2023.pdf,c11c55e5a203fb203240c774e5a59db7d23c76e9405f1ca8ecf9eb42898fbc76,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_010_UPBD_p4.png,3f04395e9959353b7dd16441d6a41e4a64347480bb2cb04dddeacf89f2a2cf0f,data/02_interim/esg_text/UPBD/UPD-UPBOUND GROUP INC-2023.txt,data/02_interim/esg_text/UPBD/UPD-UPBOUND GROUP INC-2023.pages.csv,4aa980fd2de37e97d9c303012a5fc26294b98e9273e8164e95b562c6b767ef22,safe,,high,"The CEO letter, all four visible paragraphs, and the Mitchell E. Fadel signature block are complete and in the correct order."
recovery_review_v3_011_MHK_p41,esg_recovery_terra_review_v3,random_control,MHK,MHK-MOHAWK INDUSTRIES INC-2023.pdf,MHK-MOHAWK INDUSTRIES INC-2023,41,data/01_raw/sustainability/MHK/MHK-MOHAWK INDUSTRIES INC-2023.pdf,9157c2dfcaf0845c084b9e03b8830127549c5980d044eb6e33c5d1001baa7db3,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_011_MHK_p41.png,59a900a3dc53fc6c61fea3b05d9c8ec4763000ce3ecaa262127b9b3b0b623eb1,data/02_interim/esg_text/MHK/MHK-MOHAWK INDUSTRIES INC-2023.txt,data/02_interim/esg_text/MHK/MHK-MOHAWK INDUSTRIES INC-2023.pages.csv,a25caa2e65911d8b0c3dd1667ddd01cfb41b7790b2acb6a768d519a1928977cd,unsafe,missing_text,high,"Current text omits the visible Percent Renewable of Total Electricity Consumption chart and its 2021, 2022, and 2023 percentages, as well as the visible brand names in the brand panel."
recovery_review_v3_012_SGC_p10,esg_recovery_terra_review_v3,random_control,SGC,SGC-SUPERIOR GROUP OF COS INC-2024.pdf,SGC-SUPERIOR GROUP OF COS INC-2024,10,data/01_raw/sustainability/SGC/SGC-SUPERIOR GROUP OF COS INC-2024.pdf,b1aa85bb17ce49316b0cf5da11ecb67b8d1f9a2543200933d03899e7a6daac21,reports/esg_recovery_candidate/terra_review_v3/images/recovery_review_v3_012_SGC_p10.png,ef600323fa595086959b86110d849c231fa1f47d76f91e1e460e2d784f076211,data/02_interim/esg_text/SGC/SGC-SUPERIOR GROUP OF COS INC-2024.txt,data/02_interim/esg_text/SGC/SGC-SUPERIOR GROUP OF COS INC-2024.pages.csv,c6c50a2e8dc7bef18193cb1c13556513491cf18f713f01ca86a854f117c0dbce,unsafe,interleaved_regions,high,"The four visible award cards are independent panels, but current text combines their lines into one interleaved sequence, so the award descriptions are not readable as self-contained claims."
recovery_review_v4_001_DG_p51,esg_recovery_terra_review_v4,boundary_risk,DG,DG-DOLLAR GENERAL CORP-2023.pdf,DG-DOLLAR GENERAL CORP-2023,51,data/01_raw/sustainability/DG/DG-DOLLAR GENERAL CORP-2023.pdf,8e6ba1b5fa793e28cfe5277b0cecd098b978a7356244e816c0a691986ec1802b,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_001_DG_p51.png,18348d50bc8f524c1c3300053507381a9fdeefc0c5e275981f0699da0c925a5d,data/02_interim/esg_text/DG/DG-DOLLAR GENERAL CORP-2023.txt,data/02_interim/esg_text/DG/DG-DOLLAR GENERAL CORP-2023.pages.csv,4793c6a53ded8f70ebcc1297e2469956acb9bf639ccb734d81a31d867e25811e,safe,,high,"Both activity-metric rows retain their labels, SASB code, year columns, and the linked 2023, 2022, and 2021 values."
recovery_review_v4_002_URBN_p18,esg_recovery_terra_review_v4,boundary_risk,URBN,URBN-URBAN OUTFITTERS INC-2024.pdf,URBN-URBAN OUTFITTERS INC-2024,18,data/01_raw/sustainability/URBN/URBN-URBAN OUTFITTERS INC-2024.pdf,2347428e6d60400e19c396c6610074fc8896a723390047858939b1c16523fbef,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_002_URBN_p18.png,d25a55080a84f5f39ac86647333b4929cb6084f54c6813351af4c1ebf0e5cc99,data/02_interim/esg_text/URBN/URBN-URBAN OUTFITTERS INC-2024.txt,data/02_interim/esg_text/URBN/URBN-URBAN OUTFITTERS INC-2024.pages.csv,2f23f9fecb85f0db2780d61d92bc83331a4ba34babff2e4735a735f1e628cc4f,safe,,high,"The Respect Our Planet heading, its full supporting paragraph, and all four initiative labels are present and remain meaningfully grouped."
recovery_review_v4_003_COLM_p40,esg_recovery_terra_review_v4,boundary_risk,COLM,COLM-COLUMBIA SPORTSWEAR CO-2024.pdf,COLM-COLUMBIA SPORTSWEAR CO-2024,40,data/01_raw/sustainability/COLM/COLM-COLUMBIA SPORTSWEAR CO-2024.pdf,49cdc9b8d77e760b7e8dddfe919c19d9b72f042df688d5a4530ff5ed6801c9fc,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_003_COLM_p40.png,b1a4ea1401265fbfa4eb60ba7d9264bdc710e2cae54d500d04448a115dbea83e,data/02_interim/esg_text/COLM/COLM-COLUMBIA SPORTSWEAR CO-2024.txt,data/02_interim/esg_text/COLM/COLM-COLUMBIA SPORTSWEAR CO-2024.pages.csv,d689e2507edb6e462bdb690dfe842954de3e2440d94019b6c1ee63fe24f6fbc6,unsafe,missing_text;invented_text,high,"The visible chart's Columbia 67%, SOREL 43%, Mountain Hardwear 73%, and prAna 95% labels and values are absent, while non-visible '40 / 73' and copyright text appear."
recovery_review_v4_004_WHR_p33,esg_recovery_terra_review_v4,boundary_risk,WHR,WHR-WHIRLPOOL CORP-2023.pdf,WHR-WHIRLPOOL CORP-2023,33,data/01_raw/sustainability/WHR/WHR-WHIRLPOOL CORP-2023.pdf,98a4be09a280802e2e5574ae8bd8535037e2b78c5489391eeede27b9eca7561d,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_004_WHR_p33.png,8e7d13e11416f271467ba66a296e761dc43dad259761090a078017cad2aea878,data/02_interim/esg_text/WHR/WHR-WHIRLPOOL CORP-2023.txt,data/02_interim/esg_text/WHR/WHR-WHIRLPOOL CORP-2023.pages.csv,9a9e49ed1b7ba5dd66e74517bcb828e2e9725394b76d2720f2021bafd6f04f99,safe,,high,"Both visible content panels are complete and self-contained in current text: Replacing Single-Use Plastic with its Brazil paragraph, followed by Exploring Alternatives for Packaging Materials with its two paragraphs. The repeated report navigation and page number are minor furniture."
recovery_review_v4_005_TSCO_p10,esg_recovery_terra_review_v4,layout_complex,TSCO,TSCO-TRACTOR SUPPLY CO-2023.PDF,TSCO-TRACTOR SUPPLY CO-2023,10,data/01_raw/sustainability/TSCO/TSCO-TRACTOR SUPPLY CO-2023.PDF,3a5864cfc22c739799ba7099a3c21642a8aa4eb011589b69178a5500f526d0dd,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_005_TSCO_p10.png,1af130439f218d084ce6827a0edf6f09a388ec656cedf2a7f978ddef422af680,data/02_interim/esg_text/TSCO/TSCO-TRACTOR SUPPLY CO-2023.txt,data/02_interim/esg_text/TSCO/TSCO-TRACTOR SUPPLY CO-2023.pages.csv,f5e9f86c22a16663fce234ab00c2d22cca36cb48242c93950822bde066af7b53,safe,,high,"The water-use prose, Ducks Unlimited/Trout Unlimited callout, Waste and Recycling table, and Solid Waste paragraph match the visible top-to-bottom page order. Each table topic is linked to the correct 2023, 2022, and 2021 values."
recovery_review_v4_006_FL_p64,esg_recovery_terra_review_v4,layout_complex,FL,FL-FOOT LOCKER INC-2023.pdf,FL-FOOT LOCKER INC-2023,64,data/01_raw/sustainability/FL/FL-FOOT LOCKER INC-2023.pdf,7234adaa6fc1e8b6e5728749c247d5999420e3292cd9a7ee65f81d6c31073e37,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_006_FL_p64.png,926427518326400a97212962fe829eb55c476f66333bb6ca52ff57f4a5370ab3,data/02_interim/esg_text/FL/FL-FOOT LOCKER INC-2023.txt,data/02_interim/esg_text/FL/FL-FOOT LOCKER INC-2023.pages.csv,775ea1a2649288fcc224e0cbece65ae9d302c7acd10ab5b64a8968b2c578bacd,safe,,high,The GHG inventory notes and both boundary sections are complete in visible order. Scope statements and Category 1 through Category 7 and Category 14 remain attached to their correct explanatory claims. Minor quote-character encoding does not change the meaning.
recovery_review_v4_007_NGVC_p38,esg_recovery_terra_review_v4,layout_complex,NGVC,NGVC-NATURAL GROCERS VITAMIN CTGE-2024.pdf,NGVC-NATURAL GROCERS VITAMIN CTGE-2024,38,data/01_raw/sustainability/NGVC/NGVC-NATURAL GROCERS VITAMIN CTGE-2024.pdf,aa1797fb657a1a973f8d952762c8c989d5a27666500f192e411a4b4f5a168752,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_007_NGVC_p38.png,7f5edfd2611445176f281e908976dd24b59ea9a544e17924e708858840738650,data/02_interim/esg_text/NGVC/NGVC-NATURAL GROCERS VITAMIN CTGE-2024.txt,data/02_interim/esg_text/NGVC/NGVC-NATURAL GROCERS VITAMIN CTGE-2024.pages.csv,e8e8a60df974dba6291fb2bf73fcbca34dff72539939fd61d51d80ed6964c015,safe,,high,"The current text retains the company information, About section, and Forward-Looking Statements in their visible order. Minor character-encoding artifacts do not alter the text's meaning."
recovery_review_v4_008_FND_p20,esg_recovery_terra_review_v4,layout_complex,FND,FND-FLOOR & DECOR HLDGS-2023.pdf,FND-FLOOR & DECOR HLDGS-2023,20,data/01_raw/sustainability/FND/FND-FLOOR & DECOR HLDGS-2023.pdf,59f0f082624562f00e466d5751e28da3522273a60702564f99e357523840ce5b,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_008_FND_p20.png,d088180ee2d279d2a9d4ba04273b17833223a6dd5937e2387346b7f38d8bb5e1,data/02_interim/esg_text/FND/FND-FLOOR & DECOR HLDGS-2023.txt,data/02_interim/esg_text/FND/FND-FLOOR & DECOR HLDGS-2023.pages.csv,e4014b403147c20eaaef4fd30db945255bbca291e3bec20dcb948f960de81e45,safe,,high,"The current text matches the visible continued paragraph, cybersecurity governance bullets, External Protection Measures heading and body, and the following tool list in reading order."
recovery_review_v4_009_AZO_p75,esg_recovery_terra_review_v4,random_control,AZO,AZO-AUTOZONE INC-2023.pdf,AZO-AUTOZONE INC-2023,75,data/01_raw/sustainability/AZO/AZO-AUTOZONE INC-2023.pdf,f1a9de1471d4f28bc8660dc037df611327d081e1029673745bfb65d3648b719e,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_009_AZO_p75.png,6241a16e6aa619951c6358523b8b98b94633ad96b1ba4b14d322b8c9dc5e547c,data/02_interim/esg_text/AZO/AZO-AUTOZONE INC-2023.txt,data/02_interim/esg_text/AZO/AZO-AUTOZONE INC-2023.pages.csv,9f268b39508d3d2d4468b24ff6949490551ae98317416c8a392b1bfda7b8b7fd,safe,,high,"The Forward-looking Statements and TRADEMARKS AND SERVICE MARKS sections remain complete and in visible reading order, with cited years, laws, forms, and trademark names kept with their claims."
recovery_review_v4_010_CVS_p84,esg_recovery_terra_review_v4,random_control,CVS,CVS-CVS HEALTH CORP-2024.PDF,CVS-CVS HEALTH CORP-2024,84,data/01_raw/sustainability/CVS/CVS-CVS HEALTH CORP-2024.PDF,a94144b43e8215a6b0856bff737d2fbef2ff0871a93a4eea424d69ed2c17729d,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_010_CVS_p84.png,80715b03e1c5abb299616bfe33382407cdd8fdeaf74b1356273cc3c0092a1043,data/02_interim/esg_text/CVS/CVS-CVS HEALTH CORP-2024.txt,data/02_interim/esg_text/CVS/CVS-CVS HEALTH CORP-2024.pages.csv,6a1ffe4d90c84b271eb6ff72644a604046d3008ddeb9520f1b241de35dab084c,safe,,high,"The scenario-analysis bullets, the climate-issues heading, and the Products and services section appear in visible page order. The 100-location and one-percent figures remain linked to their statements."
recovery_review_v4_011_LE_p20,esg_recovery_terra_review_v4,random_control,LE,LE-Lands End-2024.pdf,LE-Lands End-2024,20,data/01_raw/sustainability/LE/LE-Lands End-2024.pdf,b3bc27493dda6422c6d3139a195a2d417af93ae878929ce6cf3a00adf9806e31,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_011_LE_p20.png,14c5cfb2611e944eea8d35e326b195656ee149ff92f7339ad639ab6c5c6385b8,data/02_interim/esg_text/LE/LE-Lands End-2024.txt,data/02_interim/esg_text/LE/LE-Lands End-2024.pages.csv,a227bee5c4700a6373a204c9c930e5a2c0c809aac0643787516723a46fda54ef,safe,,high,"The Physical Health and Wellness heading, introductory paragraph, five labeled benefit bullets, and final breastfeeding paragraph are complete and in the displayed order. Values such as 32+, 80,000, 2024, and 100% retain their context."
recovery_review_v4_012_MOV_p80,esg_recovery_terra_review_v4,random_control,MOV,MOV-MOVADO GROUP INC-2023.pdf,MOV-MOVADO GROUP INC-2023,80,data/01_raw/sustainability/MOV/MOV-MOVADO GROUP INC-2023.pdf,e221a4f6c2e5c00bd60361e571b1682a349439d43ad3f645a8373cdc7d80876a,reports/esg_recovery_candidate/terra_review_v4/images/recovery_review_v4_012_MOV_p80.png,061b9ae35397f35993b94c99423eaee370df31e72361f8ba66255bdca1430dd6,data/02_interim/esg_text/MOV/MOV-MOVADO GROUP INC-2023.txt,data/02_interim/esg_text/MOV/MOV-MOVADO GROUP INC-2023.pages.csv,cdf21c084937a46c3739ddc562cca45fd2de0e4aa99bc25a2d66f6592b5d6130,safe,,high,All five visible disclosure paragraphs are complete and in page order. Dates and terms related to reporting standards and forward-looking statements stay attached to the correct text.
