ticker,pdf_stem,section_code,section_title,section_file,source_start_char,source_end_char,page_start,page_end,char_count,word_count,split_method,confidence
DG,DG-DOLLAR GENERAL CORP-2025,human_capital,Employee Engagement,data/03_sections/esg/DG/DG-DOLLAR GENERAL CORP-2025__human_capital.txt,3416,4619,3,5,19828,2816,heading_regex,high
DG,DG-DOLLAR GENERAL CORP-2025,other,Preamble,data/03_sections/esg/DG/DG-DOLLAR GENERAL CORP-2025__other.txt,15,1473,1,3,1474,195,heading_regex,medium
DG,DG-DOLLAR GENERAL CORP-2025,supply_chain_ethics,12 Managing our Supply Chain,data/03_sections/esg/DG/DG-DOLLAR GENERAL CORP-2025__supply_chain_ethics.txt,8832,58003,9,32,18228,2659,heading_regex,high
DG,DG-DOLLAR GENERAL CORP-2025,waste,TERTIARY PACKAGING,data/03_sections/esg/DG/DG-DOLLAR GENERAL CORP-2025__waste.txt,58024,79110,32,41,5127,752,heading_regex,high
DG,DG-DOLLAR GENERAL CORP-2025,water,32 Water Conservation,data/03_sections/esg/DG/DG-DOLLAR GENERAL CORP-2025__water.txt,48061,62800,26,33,1978,275,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,about_this_report,GRI STANDARD DISCLOSURE 2022 RESPONSE,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__about_this_report.txt,85018,148990,55,73,9860,1462,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,appendix,Sustainability Accounting Standards Board (SASB) Index,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__appendix.txt,2908,85017,4,55,4299,601,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,ceo_letter,LETTER FROM OUR PRESIDENT AND CEO,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__ceo_letter.txt,5163,98137,6,58,1919,303,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,climate,Climate Advocacy,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__climate.txt,47454,51555,33,36,4121,553,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,community,• From community partnerships and sponsorships to our Sports,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__community.txt,8084,8906,6,7,19019,2798,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,diversity_equity_inclusion,CLASS OF 2022: INTERN REPRESENTATION,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__diversity_equity_inclusion.txt,18782,119127,13,65,20642,2978,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,emissions,GHG emissions — notable progress against our goal of 30% by,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__emissions.txt,6003,109396,6,62,10338,1595,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,energy,Energy Agency (IEA) 2021 World Energy Outlook scenarios for transition,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__energy.txt,51557,54369,36,37,7095,1046,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,environmental,CHEMICAL SAFETY,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__environmental.txt,75369,134253,49,69,8359,1166,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,ethics_compliance,DICK’S Sporting Goods Ethics Hotline Information,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__ethics_compliance.txt,98155,102307,58,60,4153,556,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,governance,CORPORATE GOVERNANCE,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__governance.txt,1676,2386,3,4,7275,1041,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,human_capital,OUR VALUES,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__human_capital.txt,305,114157,2,63,18469,2649,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,social,• DICK’S Social Compliance Audits,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__social.txt,68976,148657,45,73,2168,301,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,supply_chain_ethics,OPERATIONS AND SUPPLY CHAIN 2022 SNAPSHOT,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__supply_chain_ethics.txt,4017,125948,5,67,14455,2104,heading_regex,high
DKS,DKS-DICKS SPORTING GOODS INC-2022,waste,REDUCING WASTE,data/03_sections/esg/DKS/DKS-DICKS SPORTING GOODS INC-2022__waste.txt,59343,147705,39,73,16602,2555,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,about_this_report,A • Introduction to Phishing,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__about_this_report.txt,74132,75452,30,31,1332,193,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,appendix,APPENDIX,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__appendix.txt,222,3167,2,3,2945,480,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,climate,CLIMATE CHANGE AND OUR BUSINESS,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__climate.txt,35963,38691,18,18,2748,424,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,community,"TE always show respect for each other, our communities,",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__community.txt,3556,92790,3,38,12084,2076,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,data_summary,Metrics and Targets,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__data_summary.txt,47431,77774,21,32,1676,293,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,diversity_equity_inclusion,"Y Inclusion (DEI) and forming our DEI Executive Council,",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__diversity_equity_inclusion.txt,6708,115453,4,45,9554,1531,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,emissions,OUR CARBON FOOTPRINT,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__emissions.txt,48648,135046,22,52,10825,1763,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,energy,2R energy-eficient systems;,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__energy.txt,35062,133689,17,52,4472,752,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,environmental,ENVIRONMENTAL – SOCIAL – GOVERNANCE,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__environmental.txt,14855,106008,10,42,12728,1999,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,ethics_compliance,Code of Ethics,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__ethics_compliance.txt,69604,130577,29,50,22661,3470,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,governance,Risk Management,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__governance.txt,39841,112080,19,44,4961,779,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,human_capital,Y R OUR VALUES,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__human_capital.txt,3185,131498,3,51,41543,6742,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,social,Social Compliance Audits,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__social.txt,102794,103286,41,41,492,74,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-2021,supply_chain_ethics,R target 75% of our supplier spend3,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__supply_chain_ethics.txt,48165,102792,21,41,4679,760,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2021,waste,E Waste,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2021__waste.txt,60062,99560,25,40,2132,340,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,appendix,APPENDICES,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__appendix.txt,225,134817,2,56,9111,1426,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,climate,Climate Change,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__climate.txt,23463,25138,12,12,1675,248,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,community,Community,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__community.txt,69605,83389,29,36,10123,1542,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,data_summary,Diversity by the Numbers,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__data_summary.txt,65879,66504,27,27,1886,326,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,diversity_equity_inclusion,INCLUSION,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__diversity_equity_inclusion.txt,18789,21323,10,10,7749,1141,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,emissions,Our Carbon Footprint and Progress,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__emissions.txt,25140,26823,12,12,14027,2110,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,energy,Dollar Tree In-Store Energy Effciency Standard,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__energy.txt,35719,37992,16,16,8908,1333,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,environmental,ENVIRONMENTAL – SOCIAL – GOVERNANCE,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__environmental.txt,14802,110210,9,46,8461,1232,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,ethics_compliance,Code of Ethics,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__ethics_compliance.txt,60291,120518,25,49,27040,3953,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,governance,RISK OVERSIGHT,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__governance.txt,100526,102707,43,43,7349,1029,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,human_capital,OUR VALUES,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__human_capital.txt,3547,4270,3,3,29018,4305,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,social,Social Responsibility,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__social.txt,67886,97533,29,42,2448,344,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,supply_chain_ethics,Human Rights Policy,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__supply_chain_ethics.txt,59254,83389,25,36,4554,691,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,waste,Waste and Water,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__waste.txt,46105,90325,19,38,2929,445,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2022,water,Water Initiatives,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2022__water.txt,48405,48984,20,20,626,88,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-2023,about_this_report,TCFD Assessment,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__about_this_report.txt,43982,44895,17,17,913,128,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-2023,appendix,Appendices,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__appendix.txt,5,603,1,3,601,83,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-2023,climate,• Disclosed for the first time our climate,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__climate.txt,10989,64022,7,23,12291,1829,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,community,Community,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__community.txt,40962,77787,16,27,4222,603,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,diversity_equity_inclusion,2 Marketplace — Increase diverse representation,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__diversity_equity_inclusion.txt,19743,67510,9,25,10815,1512,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,emissions,Institutes’ (WRI) Greenhouse Gas (GHG) Protocol,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__emissions.txt,43390,84184,17,29,3123,496,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,energy,• Reduced electricity cost and consumption,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__energy.txt,60939,62307,22,22,1368,186,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,environmental,Environmental and Social Sustainability,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__environmental.txt,604,87871,3,31,35313,5095,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,ethics_compliance,Data Security,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__ethics_compliance.txt,85163,87347,30,30,2184,302,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,governance,Risk Management,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__governance.txt,64040,89127,23,34,2273,321,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,human_capital,Fostering a positive culture for our associates is rooted,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__human_capital.txt,17894,42667,8,17,12009,1749,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2023,supply_chain_ethics,Growing our Diverse Supplier,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__supply_chain_ethics.txt,38631,39063,15,15,432,65,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-2023,waste,• Decreased cost of compliance with waste,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2023__waste.txt,59994,85162,22,30,3639,516,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,about_this_report,ABOUT THIS REPORT,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__about_this_report.txt,608,6290,3,4,5703,857,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,appendix,APPENDIX,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__appendix.txt,133852,136069,45,45,2217,310,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,climate,• Climate action Engagement outcomes,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__climate.txt,16807,119014,9,41,3709,521,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,community,SOCIAL IMPACT REPORT,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__community.txt,3156,130610,4,44,57120,8197,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,diversity_equity_inclusion,& Belonging (DEIB) as a critical business driver,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__diversity_equity_inclusion.txt,7649,88039,5,29,8849,1284,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,emissions,"Scope 3 94.85% Scope 3 24,834,046",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__emissions.txt,104103,136838,35,46,2037,319,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,energy,• Hampton University • The Sustainability Consortium • CEBA (Clean Energy Buyers,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__energy.txt,25349,110633,12,38,6526,901,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,environmental,I Biodiversity,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__environmental.txt,15066,120186,8,41,4098,546,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,ethics_compliance,"Ethics & Compliance strategies, goals and priorities",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__ethics_compliance.txt,121130,132479,41,44,4800,672,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,governance,• Audit: Oversees risk assessments and risk management,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__governance.txt,120187,121598,41,42,4902,664,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,human_capital,Our associates,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__human_capital.txt,19,588,1,3,21724,3081,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,supply_chain_ethics,"Retail, Supply Chain, and HR were nominated by",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__supply_chain_ethics.txt,53664,129946,20,44,7407,1106,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-2024,waste,• Improved product stewardship and packaging that add,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-2024__waste.txt,23806,24652,11,12,7776,1104,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,about_this_report,"(TCFD) framework, including a quantitative",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__about_this_report.txt,83313,121185,44,62,3974,541,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,appendix,8 Appendix,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__appendix.txt,106166,108748,56,57,2536,333,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,ceo_letter,A Message from our CEO,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__ceo_letter.txt,4100,5617,5,5,1517,242,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,climate,"Engagement Outcomes: management, product safety and quality, climate)",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__climate.txt,13740,148681,10,70,21627,3033,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,community,Partnerships remain essential to our community Mike Creedon,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__community.txt,5618,80088,5,42,22016,3054,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,diversity_equity_inclusion,Culture and Belonging,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__diversity_equity_inclusion.txt,19932,20987,15,15,1055,159,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,emissions,GHG emissions intensity Investment in energy,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__emissions.txt,85033,86245,45,46,1214,186,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,energy,"2 Purchased electricity, steam, Increase was driven by higher electricity",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__energy.txt,86247,88720,46,47,14312,2043,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,environmental,Associates 13 Planet 43,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__environmental.txt,154,82267,2,44,4939,712,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,ethics_compliance,"Asset Protection, Safety, Ethics, and Compliance",data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__ethics_compliance.txt,43468,113504,24,59,15063,2125,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,governance,Oversight and Management of Responsible,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__governance.txt,104328,122059,55,62,5400,703,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,human_capital,Associates: The Heart of Who We Are Chief Sustainability &,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__human_capital.txt,9079,10437,6,8,44815,6195,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,social,Corporate Social Responsibility Committee,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__social.txt,122061,122548,62,63,487,65,heading_regex,medium
DLTR,DLTR-DOLLAR TREE INC-202E,supply_chain_ethics,Supplier Engagement,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__supply_chain_ethics.txt,102217,104164,53,54,2143,307,heading_regex,high
DLTR,DLTR-DOLLAR TREE INC-202E,waste,3.12 End-of-life treatment Increase corresponds with growth,data/03_sections/esg/DLTR/DLTR-DOLLAR TREE INC-202E__waste.txt,88479,140364,46,68,7483,1042,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,climate,Climate Risks and Opportunities,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__climate.txt,380,6409,2,4,2014,314,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,community,Philanthropy,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__community.txt,46150,48239,21,22,2139,340,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,diversity_equity_inclusion,Fostering Inclusion,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__diversity_equity_inclusion.txt,22321,25878,10,11,3578,527,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,emissions,GHG Intensity,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__emissions.txt,8550,12902,5,7,3078,495,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,energy,Renewable energy 0.0% 0.0% 0.0% 0.0%,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__energy.txt,6415,16613,4,8,3891,648,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,environmental,HTTPS://W WW.DXL.COM/ENVIRONMENTAL-SOCIAL-GOVERNANCE/CAT1080052,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__environmental.txt,109,2262,1,2,7357,671,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,ethics_compliance,Business Ethics & Compliance,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__ethics_compliance.txt,42987,46112,20,21,3125,471,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,governance,Board of Directors Demographics,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__governance.txt,27201,27792,12,12,591,103,heading_regex,medium
DXLG,DXLG-Destination XL Group-2024,human_capital,"People-First, Purpose-Driven",data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__human_capital.txt,17231,35052,9,16,12507,1940,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,supply_chain_ethics,Responsible Supply Chain Management,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__supply_chain_ethics.txt,33108,40331,16,19,5528,872,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,waste,Waste & Recycling,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__waste.txt,13597,41710,7,20,3497,551,heading_regex,high
DXLG,DXLG-Destination XL Group-2024,water,Water Use,data/03_sections/esg/DXLG/DXLG-Destination XL Group-2024__water.txt,12917,13574,7,7,668,114,heading_regex,medium
EBAY,EBAY-eBay-2021-Report,about_this_report,INTRODUCTION,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__about_this_report.txt,37,22734,2,15,4834,717,heading_regex,high
EBAY,EBAY-eBay-2021-Report,appendix,Appendix,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__appendix.txt,65427,74008,34,37,7882,1209,heading_regex,high
EBAY,EBAY-eBay-2021-Report,climate,Responsible Consumption and Production Climate Action Partnerships,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__climate.txt,11381,12004,11,11,623,90,heading_regex,medium
EBAY,EBAY-eBay-2021-Report,community,Small Business Programs Community,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__community.txt,14035,21191,12,14,7157,1086,heading_regex,high
EBAY,EBAY-eBay-2021-Report,diversity_equity_inclusion,● LISC ● Racial Equity Alliance,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__diversity_equity_inclusion.txt,21192,52292,14,30,5890,912,heading_regex,high
EBAY,EBAY-eBay-2021-Report,emissions,Sustainable Commerce a GHG Emissions & Engagement,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__emissions.txt,6658,21428,6,15,8784,1385,heading_regex,high
EBAY,EBAY-eBay-2021-Report,energy,Energy Use,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__energy.txt,27069,35360,19,24,6401,987,heading_regex,high
EBAY,EBAY-eBay-2021-Report,environmental,Environmental Recommerce,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__environmental.txt,22735,23326,15,17,608,75,heading_regex,medium
EBAY,EBAY-eBay-2021-Report,ethics_compliance,Recommerce Safeguarding Privacy,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__ethics_compliance.txt,3580,55163,3,31,3252,475,heading_regex,high
EBAY,EBAY-eBay-2021-Report,governance,"Specifically, the Board’s Corporate Governance and Nominating",data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__governance.txt,52294,53651,30,31,1357,202,heading_regex,high
EBAY,EBAY-eBay-2021-Report,human_capital,Culture and Workforce rt Censorship & Free Expression Talent/Employee,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__human_capital.txt,7018,47506,6,27,13821,2090,heading_regex,high
EBAY,EBAY-eBay-2021-Report,supply_chain_ethics,• Fundamental human rights,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__supply_chain_ethics.txt,55167,65417,31,34,10251,1497,heading_regex,high
EBAY,EBAY-eBay-2021-Report,waste,Economic Opportunity Seller Packaging Practices,data/03_sections/esg/EBAY/EBAY-eBay-2021-Report__waste.txt,6149,70451,6,35,3144,485,heading_regex,high
EBAY,EBAY-eBay-2022-Report,appendix,"GRI and SASB Indices: 2021, 2020, 2019",data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__appendix.txt,15503,16373,12,12,918,122,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,ceo_letter,Message from Our CEO,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__ceo_letter.txt,99,646,2,2,547,24,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,climate,Climate Action,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__climate.txt,6959,8833,6,8,1905,304,heading_regex,high
EBAY,EBAY-eBay-2022-Report,emissions,3.4M metric tons of carbon emissions avoided,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__emissions.txt,4423,9566,5,8,1807,291,heading_regex,high
EBAY,EBAY-eBay-2022-Report,energy,Gender Equality Affordable and Clean Energy,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__energy.txt,5506,6199,6,6,693,124,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,environmental,U.S. Environmental Protection Agency’s (EPA) Green Power Partnership,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__environmental.txt,10966,11490,9,10,545,85,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,ethics_compliance,Privacy Center,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__ethics_compliance.txt,15111,15501,12,12,390,45,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,human_capital,Culture & Workforce,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__human_capital.txt,647,14016,2,11,7681,1123,heading_regex,high
EBAY,EBAY-eBay-2022-Report,supply_chain_ethics,Human Rights Policy Statement,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__supply_chain_ethics.txt,14020,14738,11,11,720,99,heading_regex,medium
EBAY,EBAY-eBay-2022-Report,waste,Target 8.1 Waste Diversion,data/03_sections/esg/EBAY/EBAY-eBay-2022-Report__waste.txt,6200,15061,6,12,1109,178,heading_regex,high
EBAY,EBAY-eBay-2023-Report,appendix,Appendix,data/03_sections/esg/EBAY/EBAY-eBay-2023-Report__appendix.txt,6058,88572,4,43,13516,2024,heading_regex,high
EBAY,EBAY-eBay-2023-Report,community,“We’re building a better future for our global community.”,data/03_sections/esg/EBAY/EBAY-eBay-2023-Report__community.txt,57,70042,2,36,14755,2164,heading_regex,high
