ticker,pdf_file,page,stratum,decision_class,subtype,note
KSS,KSS-KOHL'S CORP-2021.pdf,65,representative,prose,prose_multicol,The conflict-minerals sections are ordinary parallel prose columns with no table fields.
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2025.pdf,57,representative,table_dominant,disclosure_index_table,The TCFD requirements and references are aligned in a structured disclosure table.
DECK,DECK-DECKERS OUTDOOR CORP-2023.pdf,173,representative,table_dominant,disclosure_index_table,The GRI numbers, titles, notes, and locations form a row-aligned disclosure index.
LOVE,LOVE-LOVESAC CO (THE)-2021.pdf,14,representative,prose,prose_multicol,Narrative text and a self-contained recycling callout are arranged around a photograph.
WHR,WHR-WHIRLPOOL CORP-2022.pdf,95,representative,prose,prose_multicol,Anti-corruption content is ordinary two-column prose beneath a banner photograph.
M,M-MACY'S INC-2022.pdf,22,representative,prose,prose_multicol,This private-brand sourcing discussion is flowing prose with a contiguous photograph.
VVV,VVV-VALVOLINE INC-2023.pdf,38,representative,table_dominant,disclosure_index_table,The GRI topic, disclosure, and response fields are aligned across table rows.
VZ,VZ-VERIZON COMMUNICATIONS INC-2024.pdf,4,representative,ambiguous_or_mixed,other,An independent four-pillar process panel shares the page with substantial stakeholder narrative.
OXM,OXM-OXFORD INDUSTRIES INC-2021.pdf,19,representative,prose,prose_multicol,Human-rights narrative and a contiguous code-of-conduct list have no cross-column row alignment.
VFC,VFC-VF CORP-2024.pdf,78,representative,prose,prose_multicol,The safe-harbor text is continuous three-column prose.
W,W-WAYFAIR INC-2021.pdf,5,representative,ambiguous_or_mixed,other,The governance-structure boxes and separate large quotation lack one canonical linear order.
LOVE,LOVE-LOVESAC CO (THE)-2025.pdf,44,representative,prose,prose_multicol,Code-of-conduct prose, lists, and training descriptions are independent continuous content areas.
LAD,LAD-LITHIA MOTORS INC -CL A-2021.pdf,13,representative,prose,prose_multicol,The community stories and large photograph are self-contained narrative panels.
WHR,WHR-WHIRLPOOL CORP-2024.pdf,42,representative,prose,prose_multicol,Compensation prose, an employee-story block, and photographs have no row correspondence.
VFC,VFC-VF CORP-2022.pdf,63,representative,prose,prose_multicol,The sustainable-design narrative and self-contained story panel form a conventional prose page.
AMZN,AMZN-Amazon-2021.pdf,71,representative,prose,prose_multicol,Disaster-relief prose, a quote, statistics, and a photograph have no shared table rows.
JWN,JWN-NORSTROM-2023.pdf,29,representative,prose,prose_multicol,Multiple independent community stories and a photograph are not row-aligned fields.
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,21,representative,ambiguous_or_mixed,data_table_ruled,Substantial workforce tables and gender charts share the page with compensation narrative.
PVH,PVH-PVH CORP-2023.pdf,69,representative,table_dominant,disclosure_index_table,The UNGP question, response, and policy-reference fields are aligned by row.
LULU,LULU-LULULEMON ATHLETICA INC-2021.pdf,56,representative,prose,prose_multicol,A small packaging baseline table is minor beside extensive independent packaging narrative.
WHR,WHR-WHIRLPOOL CORP-2023.pdf,43,representative,prose,prose_multicol,Water-management prose and self-contained goal and facility panels do not form a table.
DLTR,DLTR-DOLLAR TREE INC-2024.pdf,32,representative,prose,prose_multicol,Climate narrative and a self-contained target list sit alongside a photograph.
NKE,NKE-NIKE INC -CL B-2022.pdf,103,representative,prose,prose_multicol,Three flowing materials narratives and a photograph have no row-level field alignment.
SGC,SGC-SUPERIOR GROUP OF COS INC-2024.pdf,19,representative,prose,prose_multicol,Responsible-sourcing narratives and the contiguous cotton callout are independent content areas.
VZ,VZ-VERIZON COMMUNICATIONS INC-2024.pdf,16,representative,prose,prose_multicol,The resource-management content is standard multi-column prose.
TGT,TGT-TARGET CORP-2022.pdf,27,representative,ambiguous_or_mixed,data_table_ruled,A substantial partner-program table shares the page with biodiversity narrative.
CURV,CURV-TORRID HOLDINGS-2022.pdf,32,representative,prose,prose_multicol,Methodology and assurance sections are ordinary independent prose columns.
WMT,WMT-WALMART INC-2021.pdf,24,representative,ambiguous_or_mixed,data_table_ruled,A meaningful goal-metric-progress table shares the page with waste prose.
ACI,ACI-ALBERTSONS COS INC-2025.pdf,17,representative,ambiguous_or_mixed,data_table_ruled,A substantive carbon-footprint data table and chart are embedded with narrative.
KSS,KSS-KOHL'S-2023.pdf,59,representative,prose,prose_multicol,The social-responsibility sections are flowing prose columns with independent callouts.
WMT,WMT-WALMART INC-2025.pdf,99,representative,prose,chart_infographic,The political-action donut chart is self-contained beside separate prose columns.
AAPL,AAPL-APPLE INC-2023.pdf,58,representative,prose,prose_multicol,The chemistry approach is continuous multi-column prose with a self-contained strategy panel.
ACI,ACI-ALBERTSONS COS INC-2024.pdf,18,representative,prose,prose_multicol,Food-waste narratives and a contiguous product-highlights callout have no shared rows.
KR,KR-KROGER CO-2024.pdf,60,representative,prose,prose_multicol,Responsible-sourcing prose and a linked-resource panel form a standard narrative layout.
LEVI,LEVI-LEVI STRAUSS & CO-2022.pdf,3,representative,prose,prose_multicol,A CEO letter uses flowing prose columns beside a portrait.
AMZN,AMZN-Amazon-2024.pdf,44,representative,prose,prose_multicol,The multi-column community narrative and self-contained program cards are not table rows.
TGT,TGT-TARGET CORP-2021.pdf,91,representative,table_dominant,disclosure_index_table,The SASB topic, metric, code, data, and reference fields are row-aligned.
KR,KR-KROGER CO-2022.pdf,21,representative,prose,prose_multicol,The food-access narratives form independent flowing columns beside a photo.
ABG,ABG-ASBURY AUTOMOTIVE GROUP INC-2021.pdf,49,representative,table_dominant,disclosure_index_table,GRI disclosures map to their response locations across structured rows.
LOVE,LOVE-LOVESAC CO (THE)-2024.pdf,52,representative,prose,prose_multicol,Scope and forward-looking statements are ordinary prose columns above a photograph.
W,W-WAYFAIR INC-2021.pdf,10,representative,prose,prose_multicol,DEI, talent-development, and employee-story prose areas have no row correspondence.
CRI,CRI-CARTER'S INC-2024.pdf,19,representative,prose,prose_multicol,Brand narratives, achievement bullets, and photographs are independent prose content.
LZB,LZB-LA-Z-BOY INC-2025.pdf,21,representative,prose,prose_multicol,The TranZform narrative, bullets, quotations, and photo form independent content areas.
VFC,VFC-VF CORP-2023.pdf,17,representative,prose,prose_multicol,Employee-development narratives and photographs have no shared-row table structure.
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,5,representative,prose,prose_multicol,A CEO letter is laid out as flowing prose columns beside a portrait.
BURL,BURL-Burlington Stores-2024.pdf,28,representative,ambiguous_or_mixed,other,The connected governance structure diagram and separate ethics content lack a single linear reading order.
GO,GO-GROCERY OUTLET HLDNG CORP-2022.pdf,3,representative,prose,prose_multicol,The CEO letter uses independent prose and bullet sections beside a portrait.
TJX,TJX-Tjx Cos Inc-2024.pdf,54,representative,prose,prose_multicol,Sustainable-sourcing narrative and self-contained packaging goal graphic are not row-aligned.
ORLY,ORLY-O'REILLY AUTOMOTIVE INC-2024.pdf,50,representative,prose,prose_multicol,Human-capital policy excerpts are arranged in ordinary independent prose columns.
VFC,VFC-VF CORP-2024.pdf,23,representative,prose,prose_multicol,Human-rights prose and the self-contained progress callout have no shared rows.
HD,HD-HOME DEPOT INC-2024.pdf,51,representative,prose,prose_multicol,The forestry narratives and bullet lists are independent prose columns.
BURL,BURL-Burlington Stores-2022.pdf,44,representative,prose,prose_multicol,Ethical-conduct and privacy prose with a photograph do not form a table.
T,T-AT&T INC-2021.pdf,3,representative,prose,prose_multicol,A CEO letter is arranged in flowing narrative columns alongside portraits.
MELI,MELI-MERCADOLIBRE-2023.pdf,35,representative,ambiguous_or_mixed,other,A large organizational DNA diagram sits beside independent narrative and principle lists without a canonical order.
NKE,NKE-NIKE INC -CL B-2022.pdf,112,representative,prose,prose_multicol,Manufacturing-waste narrative is continuous prose in columns beside a photograph.
VSXY,VSXY-Victorias Secret-2022.pdf,35,representative,prose,prose_multicol,Human-rights prose and a self-contained guidebook/policy callout do not form shared rows.
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2023.pdf,33,representative,table_dominant,disclosure_index_table,The TCFD requirements and response-reference columns are aligned by row.
BBY,BBY-BEST BUY CO INC-2021.pdf,79,representative,prose,prose_short_columns,The state-by-state location lists are independent short columns with no row correspondence.
NWL,NWL-NEWELL BRANDS INC-2021.pdf,73,representative,table_dominant,disclosure_index_table,The TCFD topic, accounting-metric, and referenced-disclosure fields are row-aligned.
GAP,GAP-GAP-2025.pdf,26,representative,prose,prose_multicol,The employment story and quotation flow beside a portrait without table structure.
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,21,representative,prose,prose_multicol,Inclusive-growth prose and self-contained mentor profiles have no cross-column row dependencies.
AMZN,AMZN-Amazon-2025.pdf,16,representative,prose,prose_multicol,Water-management prose and self-contained program callouts have no shared row correspondence.
KMX,KMX-CARMAX INC-2023.pdf,53,representative,table_dominant,data_table_ruled,The SDG goals, targets, company responses, and progress fields are aligned in a large ruled table.
DELL,DELL-DELL TECHNOLOGIES INC-2024.pdf,16,representative,prose,prose_multicol,Strategy and public-advocacy narratives are independent prose areas beside a self-contained emissions card.
W,W-WAYFAIR INC-2023.pdf,24,representative,ambiguous_or_mixed,stat_card_grid,The large certification-logo grid shares the page with distinct narrative panels and lacks a single linear order.
AZO,AZO-AUTOZONE INC-2024.pdf,71,representative,table_dominant,disclosure_index_table,The GRI standards and corresponding references and responses are aligned across table rows.
LOVE,LOVE-LOVESAC CO (THE)-2022.pdf,39,representative,prose,prose_multicol,Governance prose and a self-contained board-representation callout have no row-level table pairing.
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2022.pdf,21,representative,prose,prose_multicol,The strategy commitments are presented as independent continuous prose sections.
JWN,JWN-NORSTROM-2024.pdf,41,representative,table_dominant,disclosure_index_table,The SASB topic, activity metric, category, code, and response fields are aligned by row.
WMT,WMT-WALMART INC-2025.pdf,21,representative,prose,prose_multicol,The career-mobility narrative, callout, challenge list, and photo are independent content areas.
GAP,GAP-GAP-2023.pdf,19,representative,prose,prose_multicol,The water-savings table is a minor element beside substantial independent narrative and a photograph.
PVH,PVH-PVH CORP-2022.pdf,110,representative,table_dominant,disclosure_index_table,The SDG goals, material topics, targets, and report references are aligned across rows.
SFM,SFM-SPROUTS FARMERS MARKET-2021.pdf,36,representative,prose,prose_multicol,Two independent governance prose columns and a self-contained callout sit beside an illustration.
TGT,TGT-TARGET CORP-2022.pdf,20,representative,ambiguous_or_mixed,data_table_ruled,A substantial emissions-scope table is embedded between related narrative and intervention lists.
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,45,representative,prose,prose_multicol,Packaging, pallets, and store-environment narratives are independent continuous prose columns.
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2021.pdf,35,representative,prose,prose_multicol,The carbon-offset narratives and independent methodology lists have no row correspondence.
LOVE,LOVE-LOVESAC CO (THE)-2022.pdf,45,representative,ambiguous_or_mixed,data_table_ruled,A substantial Scope 3 management-plan grid shares the page with emissions narrative.
CPNG,CPNG-Coupang-2023.pdf,3,representative,prose,prose_multicol,A management letter is flowing prose across columns beside a photograph.
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,47,representative,prose,prose_multicol,The two goal narratives, charts, and self-contained highlights panels are not row-aligned.
AMZN,AMZN-Amazon-2023.pdf,83,representative,prose,prose_multicol,Health-and-safety prose, bullet lists, and a photograph are independent content areas.
CRI,CRI-CARTER'S INC-2021.pdf,42,representative,prose,prose_multicol,Chemicals-management prose and a self-contained employee spotlight have no table-row structure.
WSM,WSM-WILLIAMS-SONOMA INC-2023.pdf,19,representative,ambiguous_or_mixed,other,A large continuous-improvement process diagram shares the page with independent narrative blocks.
NWL,NWL-NEWELL BRANDS INC-2024.pdf,26,representative,ambiguous_or_mixed,stat_card_grid,Independent audit, training, and goal panels occupy the page without a canonical reading order.
AAPL,AAPL-APPLE INC-2022.pdf,57,representative,prose,prose_multicol,Product-safety narrative, self-contained service cards, and device illustrations have no shared rows.
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2023.pdf,17,representative,prose,prose_multicol,DEI narratives and a self-contained colleague-network callout are independent content areas.
BRLT,BRLT-BRILLIANT EARTH GP INC-2023.pdf,25,representative,table_dominant,data_table_ruled,Year, goal, ambition, progress, and future-ambition fields are aligned by row.
AMZN,AMZN-Amazon-2025.pdf,30,representative,prose,prose_multicol,Compensation and benefits narratives include a minor self-contained pay-equity table.
GAP,GAP-GAP-2021.pdf,35,representative,prose,prose_multicol,Water-stewardship prose, a photograph, and partnership callout have no row correspondence.
LOW,LOW-LOWE'S COS INC-2021.pdf,18,representative,ambiguous_or_mixed,stat_card_grid,The eight independent business-resource-group cards have no single canonical linear order.
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,23,representative,prose,prose_multicol,The value-chain topics are independent narrative columns accompanied by photographs.
GROV,GROV-GROVE COLLABORATIVE HLDG INC-2023.pdf,5,representative,ambiguous_or_mixed,stat_card_grid,The sustainability tenets are separate text cards arranged in an irregular multi-column grid.
TGT,TGT-TARGET CORP-2023.pdf,66,representative,prose,prose_multicol,Animal-welfare prose and a minor metric table have no dominant cross-column row structure.
AAPL,AAPL-APPLE INC-2023.pdf,43,representative,prose,prose_multicol,Repairability, software, and reuse discussions are flowing prose columns without row-aligned fields.
EYE,EYE-NATIONAL VISION HOLDINGS INC-2022.pdf,45,representative,prose,prose_multicol,Environmental-performance narrative and an independent bullet list form standard prose columns.
AMZN,AMZN-Amazon-2023.pdf,76,representative,ambiguous_or_mixed,chart_infographic,A large semicircular benefits infographic shares the page with an independent narrative column.
AAPL,AAPL-APPLE INC-2025.pdf,54,representative,prose,prose_multicol,Project narratives dominate while the replenishment-projects table is a minor portion of the page.
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,36,representative,prose,prose_multicol,Human-rights impact, approach, and compliance-principle prose columns are independent.
KR,KR-KROGER CO-2022.pdf,24,representative,prose,prose_multicol,Customer-experience prose and a self-contained delivery feature have no row-level table pairing.
NKE,NKE-NIKE INC -CL B-2024.pdf,2,representative,prose,prose_multicol,Reporting-methodology and safe-harbor text are continuous prose columns.
AMZN,AMZN-Amazon-2023.pdf,77,representative,prose,prose_multicol,Compensation and benefits narratives are laid out as independent flowing columns.
AMZN,AMZN-Amazon-2021.pdf,38,representative,prose,prose_multicol,The sustainability-data initiative stories and photographs are independent narrative content blocks.
GAP,GAP-GAP-2025.pdf,45,representative,table_dominant,disclosure_index_table,GRI standards, disclosure topics, and Gap references are aligned across structured rows.
TPR,TPR-TAPESTRY INC-2024.pdf,38,representative,ambiguous_or_mixed,stat_card_grid,Four equal social-impact story panels are independent boxes without one canonical reading order.
KR,KR-KROGER CO-2025.pdf,26,representative,prose,prose_multicol,Health-and-nutrition discussion is flowing prose in independent columns beside a photograph.
AAPL,AAPL-APPLE INC-2022.pdf,56,representative,prose,prose_multicol,Customer-safety, repairability, and product-longevity narratives form independent prose columns.
COLM,COLM-COLUMBIA SPORTSWEAR CO-2022.pdf,40,boundary,prose,prose_multicol,Supply-chain responsibility prose, a photo, and a self-contained quotation have no shared row structure.
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,31,boundary,table_dominant,data_table_ruled,People targets are structured across fiscal-year result and progress columns.
ULTA,ULTA-ULTA BEAUTY INC-2025.pdf,38,boundary,ambiguous_or_mixed,stat_card_grid,The board-member portraits and composition statistics form independent grid-like content beside narrative.
TGT,TGT-TARGET CORP-2021.pdf,66,boundary,ambiguous_or_mixed,data_table_ruled,A substantial corporate-political-contributions table shares the page with civic-engagement prose.
ROST,ROST-ROSS STORES INC-2021.pdf,14,boundary,prose,prose_multicol,Hiring and advancement prose is independent of the self-contained promotional statistics.
SNBR,SNBR-SLEEP NUMBER CORP-2024.pdf,26,boundary,prose,prose_multicol,DEI topics and team-member group lists are independent prose sections rather than shared table rows.
KTB,KTB-KONTOOR BRANDS INC-2021.pdf,38,boundary,prose,prose_multicol,Basic-rights narratives and a photograph form a standard prose page.
LOW,LOW-LOWE'S COS INC-2024.pdf,32,boundary,prose,prose_multicol,Sustainable-shopping and recycling narratives are independent of the self-contained product visuals.
CURV,CURV-TORRID HOLDINGS-2023.pdf,9,boundary,ambiguous_or_mixed,data_table_ruled,Two substantive supplier-performance tables share the page with chemical-management prose and photography.
PVH,PVH-PVH CORP-2021.pdf,17,boundary,prose,prose_multicol,Highlights and bullet stories are independent prose areas beside a large photograph.
WWW,WWW-WOLVERINE WORLD WIDE-2022.pdf,31,boundary,ambiguous_or_mixed,stat_card_grid,Separate packaging and innovative-product story panels are arranged as an independent grid.
WWW,WWW-WOLVERINE WORLD WIDE-2024.pdf,16,boundary,prose,prose_multicol,Benefits prose and a self-contained bulleted list have no shared row correspondence.
AZO,AZO-AUTOZONE INC-2024.pdf,34,boundary,prose,prose_multicol,The DEI narrative and navigation list are ordinary independent prose content beside a photograph.
NWL,NWL-NEWELL BRANDS INC-2021.pdf,60,boundary,prose,prose_multicol,Disaster-relief narrative, quotation, and photo are independent content areas.
WSM,WSM-WILLIAMS-SONOMA INC-2022.pdf,53,boundary,table_dominant,disclosure_index_table,TCFD disclosure prompts and their detailed responses are aligned by row.
XOM,XOM-EXXON MOBIL CORP-2026.pdf,74,boundary,prose,prose_multicol,Supplier-forum content is presented as two independent narrative columns around a photograph.
LOW,LOW-LOWE'S COS INC-2021.pdf,42,boundary,ambiguous_or_mixed,other,The large risk-oversight hierarchy graphic sits alongside governance prose without a single linear order.
ARKO,ARKO-ARKO CORP-2022.pdf,41,boundary,table_dominant,disclosure_index_table,SASB topics, metric types, codes, and disclosures are aligned across structured rows.
VFC,VFC-VF CORP-2024.pdf,29,boundary,prose,prose_multicol,The two development narratives and self-contained activity lists do not have shared-row correspondence.
NKE,NKE-NIKE INC -CL B-2023.pdf,30,boundary,ambiguous_or_mixed,chart_infographic,A substantial engagement-favorability bar chart shares the page with explanatory prose.
BIRD,BIRD-ALLBIRDS INC-2023.pdf,19,boundary,table_dominant,disclosure_index_table,The description, response, and SASB-standard fields are aligned by row.
TGT,TGT-TARGET CORP-2022.pdf,66,boundary,prose,prose_multicol,Report context and forward-looking statements are continuous prose columns.
PTRN,PTRN-Pattern Group-2021.pdf,88,boundary,prose,prose_multicol,The wastewater-tool descriptions and icons are independent prose content areas.
BBWI,BBWI-BATH & BODY WORKS INC-2023.pdf,17,boundary,prose,prose_multicol,Benefits prose, lists, and a self-contained DailyPay feature have no row-level pairing.
AAP,AAP-ADVANCE AUTO PARTS INC-2021.pdf,38,boundary,prose,prose_multicol,DEI training and inclusion-council descriptions are independent prose columns.
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2025.pdf,49,boundary,table_dominant,disclosure_index_table,GRI disclosure items map directly to their detailed references in aligned rows.
NKE,NKE-NIKE INC -CL B-2023.pdf,25,boundary,prose,prose_multicol,Minority-design-program stories and photographs are independent narrative columns.
BRLT,BRLT-BRILLIANT EARTH GP INC-2022.pdf,30,boundary,prose,prose_multicol,The three mining-partnership stories are independent prose columns with photographs.
DECK,DECK-DECKERS OUTDOOR CORP-2023.pdf,158,boundary,ambiguous_or_mixed,data_table_ruled,A significant safety chart and multi-year volatile-organic-compounds table share the page.
CROX,CROX-CROCS INC-2022.pdf,4,boundary,ambiguous_or_mixed,other,Letter, values panels, product feature, and timeline are independent visual content blocks.
XOM,XOM-EXXON MOBIL CORP-2022.pdf,47,boundary,prose,prose_multicol,Human-rights and remedy discussions are continuous prose columns with independent linked resources.
PTRN,PTRN-Pattern Group-2021.pdf,57,boundary,prose,prose_multicol,The social-responsibility requirements are continuous parallel prose columns.
WHR,WHR-WHIRLPOOL CORP-2024.pdf,12,boundary,ambiguous_or_mixed,other,Independent ESG-oversight panels and a photograph share the page with separate governance prose.
VRA,VRA-VERA BRADLEY INC-2025.pdf,25,boundary,table_dominant,data_table_ruled,The raw-material sourcing and activity-metric fields are aligned across substantial table rows.
CRMT,CRMT-AMERICA'S CAR-MART INC-2023.pdf,30,boundary,prose,prose_short_columns,Stakeholder groups and their independent bullet lists are correctly read as short columns.
PVH,PVH-PVH CORP-2023.pdf,22,boundary,prose,prose_multicol,Hazardous-chemical and microfiber narrative with a photo and progress callout has no table pairing.
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,33,boundary,prose,prose_multicol,The three supplier-management narratives are independent prose columns.
AZO,AZO-AUTOZONE INC-2024.pdf,64,boundary,table_dominant,disclosure_index_table,GRI identifiers descriptions and responses are aligned across structured rows.
DG,DG-DOLLAR GENERAL CORP-2025.pdf,19,boundary,prose,prose_multicol,Employee-safety stories and bullet points are continuous prose around a photograph.
KMX,KMX-CARMAX INC-2021.pdf,29,boundary,prose,prose_multicol,Education and awareness prose with a self-contained policy list has no shared-row structure.
VFC,VFC-VF CORP-2022.pdf,30,boundary,prose,prose_multicol,Community stories in separate text columns are independent of the photograph.
WHR,WHR-WHIRLPOOL CORP-2022.pdf,106,boundary,table_dominant,data_table_ruled,Metrics values units and criteria form a structured assurance table.
LAD,LAD-LITHIA MOTORS INC -CL A-2025.pdf,14,boundary,ambiguous_or_mixed,stat_card_grid,Independent quarterly-focus and employee-story panels have no single linear reading order.
FL,FL-FOOT LOCKER INC-2023.pdf,71,boundary,table_dominant,data_table_ruled,Data used emission factors and notes align in substantial table rows.
COLM,COLM-COLUMBIA SPORTSWEAR CO-2023.pdf,51,boundary,prose,prose_multicol,The audit-program descriptions are independent two-column prose content.
MELI,MELI-MERCADOLIBRE-2023.pdf,38,boundary,ambiguous_or_mixed,stat_card_grid,Independent leadership-program panels and participant callouts surround a self-contained photograph.
COST,COST-COSTCO WHOLESALE CORP-2022.pdf,2,boundary,prose,toc_nav,The page is a conventional contents list with independent hierarchical entries.
BURL,BURL-Burlington Stores-2023.pdf,15,boundary,prose,prose_multicol,Safety and labor-rights narratives are independent prose areas around visual callouts.
VVV,VVV-VALVOLINE INC-2024.pdf,47,boundary,table_dominant,disclosure_index_table,GRI topics disclosures and references map in structured rows.
DECK,DECK-DECKERS OUTDOOR CORP-2024.pdf,25,boundary,ambiguous_or_mixed,stat_card_grid,Two independent demographic chart cards sit beside employee-program prose and a photograph.
DECK,DECK-DECKERS OUTDOOR CORP-2025.pdf,81,boundary,table_dominant,data_table_ruled,Targets and annual results are aligned across a substantial multi-year table.
NKE,NKE-NIKE INC -CL B-2024.pdf,50,boundary,table_dominant,disclosure_index_table,SASB topics categories codes data and references are aligned by row.
RL,RL-RALPH LAUREN CORP-2022.pdf,27,boundary,prose,prose_multicol,Supplier-capacity narrative runs as continuous two-column prose below a photograph.
GPI,GPI-GROUP 1 AUTOMOTIVE INC-2023.pdf,29,boundary,ambiguous_or_mixed,other,A substantial governance hierarchy graphic shares the page with governance prose.
LEG,LEG-LEGGETT & PLATT INC-2023.pdf,32,boundary,prose,prose_multicol,Community narratives and the self-contained employee feature are independent content blocks.
HD,HD-HOME DEPOT INC-2024.pdf,64,boundary,prose,prose_multicol,Eco-actions narratives and self-contained product-resource callouts have no row correspondence.
VZ,VZ-VERIZON COMMUNICATIONS INC-2023.pdf,14,boundary,prose,prose_multicol,Compensation benefits and wellness narratives are continuous independent columns.
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,14,boundary,prose,prose_multicol,Governance narrative and bullet points sit beside a self-contained photograph.
HD,HD-HOME DEPOT INC-2024.pdf,21,boundary,prose,prose_multicol,Priority-assessment and continuity narratives are independent columns beside a photograph.
TPR,TPR-TAPESTRY INC-2022.pdf,64,boundary,table_dominant,disclosure_index_table,GRI disclosures and their responses are aligned across structured rows.
WSM,WSM-WILLIAMS-SONOMA INC-2023.pdf,45,boundary,table_dominant,disclosure_index_table,SDG goals targets initiatives and references are aligned by row.
PVH,PVH-PVH CORP-2021.pdf,42,boundary,prose,prose_multicol,Ethical-recruitment narrative and progress bullets are independent of the photographs.
BBWI,BBWI-BATH & BODY WORKS INC-2025.pdf,26,boundary,ambiguous_or_mixed,stat_card_grid,Independent sourcing narrative and prominent palm-oil statistic cards have no single reading order.
ACI,ACI-ALBERTSONS COS INC-2024.pdf,24,boundary,prose,prose_multicol,Community-program narratives and independent bullet list are standard prose columns.
VFC,VFC-VF CORP-2022.pdf,35,boundary,prose,prose_multicol,Human-rights narrative and callout are independent prose areas around photographs.
PAG,PAG-PENSKE AUTOMOTIVE GROUP INC-2021.pdf,21,boundary,prose,prose_multicol,Electric-vehicle and waste-management narratives are independent content columns.
WHR,WHR-WHIRLPOOL CORP-2023.pdf,96,boundary,table_dominant,disclosure_index_table,GRI disclosure numbers names and responses are aligned by row.
MHK,MHK-MOHAWK INDUSTRIES INC-2022.pdf,28,boundary,prose,prose_multicol,Portrait profiles and stewardship interview narratives are independent content areas.
ROST,ROST-ROSS STORES INC-2024.pdf,54,boundary,table_dominant,disclosure_index_table,TCFD recommended topics map directly to reference locations in rows.
GES,GES-GUESS-2025.pdf,44,boundary,prose,prose_multicol,The two case-study pages contain independent prose and photographs with no row pairing.
WHR,WHR-WHIRLPOOL CORP-2021.pdf,114,boundary,table_dominant,disclosure_index_table,GRI disclosure items and current-year responses are aligned across rows.
FL,FL-FOOT LOCKER INC-2023.pdf,70,boundary,table_dominant,data_table_ruled,Emissions scope categories sources and calculation methodologies are structured in rows.
DG,DG-DOLLAR GENERAL CORP-2025.pdf,12,boundary,prose,prose_multicol,Product-safety and chemical-policy narratives are independent prose columns.
TPR,TPR-TAPESTRY INC-2021.pdf,19,boundary,prose,prose_multicol,The resource-group list and event narrative are independent of the photograph.
ROST,ROST-ROSS STORES INC-2021.pdf,51,boundary,prose,prose_multicol,Responsible-sourcing narrative is continuous prose alongside a photograph.
AMZN,AMZN-Amazon-2025.pdf,48,boundary,table_dominant,data_table_ruled,Commodity goals and annual progress fields align across a large structured table.
KMX,KMX-CARMAX INC-2023.pdf,10,boundary,table_dominant,data_table_ruled,Topic groups and their FY2023 highlights align in paired row fields.
TGT,TGT-TARGET CORP-2023.pdf,69,boundary,table_dominant,disclosure_index_table,Signature goals milestones and progress align across structured rows.
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,10,boundary,prose,prose_multicol,Human-rights narrative and independent principle sections have no shared-row structure.
KR,KR-KROGER CO-2022.pdf,20,boundary,prose,prose_multicol,Recall-management narrative is continuous prose beside a photograph and a self-contained callout.
MHK,MHK-MOHAWK INDUSTRIES INC-2022.pdf,78,boundary,table_dominant,disclosure_index_table,GRI disclosure numbers titles and responses are aligned across rows.
HD,HD-HOME DEPOT INC-2021.pdf,50,boundary,prose,prose_multicol,Associate-safety stories are independent prose columns around a photograph.
MNRO,MNRO-MONRO INC-2023.pdf,19,boundary,prose,prose_multicol,Engagement narrative and independent training statistics have no row correspondence.
SNBR,SNBR-SLEEP NUMBER CORP-2021.pdf,12,boundary,prose,prose_multicol,Conflict-minerals discussion and supplier expectations are independent prose columns.
JWN,JWN-NORSTROM-2022.pdf,14,boundary,prose,prose_multicol,Resource-group narrative and event lists are independent of the photograph.
BURL,BURL-Burlington Stores-2023.pdf,30,boundary,prose,prose_multicol,Corrective-action and supplier-diversity narratives are independent prose columns beside a photograph.
DELL,DELL-DELL TECHNOLOGIES INC-2023.pdf,51,boundary,prose,prose_multicol,Sustainable-PC and repair narratives are independent of the self-contained photograph.
ULTA,ULTA-ULTA BEAUTY INC-2022.pdf,3,boundary,prose,prose_multicol,The CEO message is continuous multi-column prose around a portrait.
UEIC,UEIC-UNIVERSAL ELECTRONICS INC-2024.pdf,12,boundary,table_dominant,data_table_ruled,Topics goals dates and progress are aligned across detailed table rows.
DELL,DELL-DELL TECHNOLOGIES INC-2022.pdf,153,boundary,prose,prose_multicol,Glossary entries are independent columnar definitions without row correspondence.
CPNG,CPNG-Coupang-2023.pdf,6,boundary,prose,prose_multicol,Employee-health narrative and case-study columns are independent content areas.
DELL,DELL-DELL TECHNOLOGIES INC-2021.pdf,75,boundary,table_dominant,data_table_ruled,Metrics annual values and notes align across a structured data table.
