ticker,pdf_filename,page,distinctive_words,overlap_pct,status
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,23,2,,"THIN (likely no real text content, not a gap)"
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,24,77,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,25,62,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,26,67,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,27,55,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,28,87,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,29,51,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,30,2,,"THIN (likely no real text content, not a gap)"
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,31,69,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,32,57,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,33,97,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,34,22,100.0,COVERED
GIII,GII-G-III APPAREL GROUP LTD-2024.pdf,35,0,,"THIN (likely no real text content, not a gap)"
